raceId,driverId,stop,lap,duration,milliseconds
874,154,2,7,715:01:55,29793
874,18,1,13,485:35:31,20233
874,8,1,13,501:37:26,20901
874,807,1,13,504:10:05,21007
874,814,1,13,505:30:43,21063
874,155,1,14,498:47:31,20783
874,819,1,14,512:13:55,21343
874,815,1,15,510:33:07,21273
874,39,1,15,557:26:53,23227
874,1,1,16,507:33:07,21148
874,813,1,16,512:39:50,21361
874,811,2,16,516:54:43,21538
874,20,1,17,492:11:31,20508
874,13,1,17,502:27:50,20936
874,817,1,17,526:39:22,21944
874,30,1,17,495:25:55,20643
874,37,1,17,630:53:17,26287
874,5,1,18,547:35:02,22816
874,818,1,18,540:40:19,22528
874,808,1,19,512:49:55,21368
874,10,1,20,495:53:17,20662
874,811,3,21,350:35:31,14608
874,154,3,22,507:25:55,21143
874,17,2,26,496:35:02,20691
874,8,2,30,509:19:41,21222
874,155,2,31,498:17:17,20762
874,1,2,31,475:03:22,19794
874,807,2,31,520:30:43,21688
874,819,2,31,1020:07:12,42505
874,814,2,32,512:15:22,21344
874,813,2,33,506:49:55,21118
874,817,2,34,516:23:02,21516
874,811,4,34,516:28:48,21520
874,18,2,35,506:22:34,21099
874,818,2,35,514:20:38,21431
874,13,2,36,498:40:19,20778
874,30,2,36,489:05:46,20379
874,20,2,37,488:18:14,20346
874,37,2,36,539:41:17,22487
874,10,2,40,516:28:48,21520
874,5,2,41,544:16:19,22678
874,808,2,42,512:48:29,21367
874,808,3,48,342:00:00,14250
875,155,1,1,792:04:19,33003
875,155,2,7,335:39:50,13986
875,1,1,13,471:18:43,19638
875,807,1,13,531:00:00,22125
875,154,1,13,520:20:38,21681
875,30,1,13,482:05:17,20087
875,818,1,13,500:45:36,20865
875,5,1,13,525:30:14,21896
875,17,1,14,475:27:50,19811
875,13,1,14,494:34:05,20607
875,8,1,14,485:03:50,20211
875,817,1,14,483:37:26,20151
875,811,1,14,525:15:50,21886
875,808,1,14,534:40:19,22278
875,10,1,14,536:00:58,22334
875,20,1,15,475:55:12,19830
875,4,1,15,478:19:12,19930
875,814,1,15,499:19:12,20805
875,819,1,17,511:14:53,21302
875,815,1,18,585:47:31,24408
875,39,1,18,545:58:34,22749
875,813,1,21,507:17:17,21137
875,1,2,26,498:38:53,20777
875,814,2,28,485:13:55,20218
875,154,2,31,502:26:24,20935
875,10,2,31,491:51:22,20494
875,17,2,32,470:47:02,19616
875,807,2,32,503:34:05,20982
875,30,2,32,486:37:26,20276
875,811,2,32,547:30:43,22813
875,808,2,32,517:56:38,21581
875,815,2,33,498:24:29,20767
875,5,2,33,515:44:10,21489
875,4,2,34,482:09:36,20090
875,817,2,34,499:17:46,20804
875,20,2,35,475:13:26,19801
875,13,2,35,500:31:12,20855
875,8,2,35,504:17:17,21012
875,819,2,34,528:27:22,22019
875,818,2,38,508:30:43,21188
875,1,3,42,466:43:41,19447
876,818,1,1,602:19:41,25097
876,30,1,1,600:51:50,25036
876,815,1,14,512:03:50,21336
876,815,2,19,588:11:31,24508
876,18,1,25,516:12:58,21509
876,811,1,26,529:07:41,22047
876,39,1,26,589:03:22,24544
876,8,1,27,513:41:46,21404
876,3,1,27,515:45:36,21490
876,813,1,27,528:04:19,22003
876,817,1,27,543:17:17,22637
876,13,1,28,506:24:00,21100
876,807,1,28,519:41:46,21654
876,814,1,28,574:45:07,23948
876,819,1,28,544:36:29,22692
876,4,1,29,499:12:00,20800
876,17,1,30,499:23:31,20808
876,813,2,30,673:16:19,28053
876,808,1,31,538:40:48,22445
876,10,1,31,655:16:19,27303
876,1,1,32,500:26:53,20852
876,5,1,32,551:12:29,22967
876,20,1,33,496:58:05,20707
876,37,1,32,571:55:12,23830
876,818,2,33,519:47:31,21658
876,30,2,33,511:43:41,21322
876,154,1,36,503:25:26,20976
876,155,1,36,545:25:26,22726
877,3,1,1,702:38:53,29277
877,154,1,1,625:22:05,26057
877,814,1,1,640:04:48,26670
877,818,1,9,487:39:22,20319
877,154,2,9,504:24:29,21017
877,814,2,9,475:53:46,19829
877,20,1,13,599:05:17,24962
877,155,1,25,468:41:46,19529
877,13,1,26,470:02:24,19585
877,817,1,26,482:55:41,20122
877,819,1,26,526:35:02,21941
877,30,1,27,472:49:26,19701
877,10,1,27,477:12:58,19884
877,808,1,27,498:27:22,20769
877,4,1,28,464:49:55,19368
877,5,1,28,552:46:05,23032
877,37,1,28,534:31:41,22272
877,18,1,29,466:55:12,19455
877,813,1,29,497:21:07,20723
877,815,1,30,467:39:50,19486
877,17,1,30,457:35:02,19066
877,8,1,31,486:40:19,20278
877,811,1,32,542:05:17,22587
877,818,2,33,477:14:24,19885
877,20,2,37,478:01:55,19918
877,815,2,38,802:20:38,33431
877,817,2,38,509:32:38,21231
877,814,3,39,486:21:36,20265
877,30,2,41,510:28:48,21270
877,815,3,44,644:35:31,26858
878,154,1,9,508:33:36,21190
878,155,1,13,577:53:46,24079
878,30,1,14,534:18:43,22263
878,807,1,17,530:22:34,22099
878,1,1,20,499:32:10,20814
878,4,1,20,586:32:10,24439
878,811,1,20,531:25:55,22143
878,20,1,21,501:41:46,20904
878,814,1,21,539:57:07,22498
878,813,1,21,536:12:29,22342
878,5,1,21,545:06:43,22713
878,10,1,21,554:12:29,23092
878,815,1,22,529:53:46,22079
878,808,1,23,546:17:17,22762
878,8,1,24,596:09:36,24840
878,37,1,24,595:09:07,24798
878,39,1,25,587:55:41,24497
878,13,1,26,516:28:48,21520
878,819,1,26,537:05:46,22379
878,817,1,30,543:37:26,22651
878,814,2,30,538:39:22,22444
878,3,1,34,512:18:14,21346
878,18,1,35,514:40:48,21445
878,30,2,39,511:07:41,21297
879,8,1,5,516:59:02,21541
879,30,1,5,623:31:12,25980
879,155,1,8,654:23:02,27266
879,30,2,8,539:39:50,22486
879,3,1,9,552:25:55,23018
879,817,1,9,548:06:43,22838
879,17,1,9,555:02:53,23127
879,1,1,10,585:50:24,24410
879,4,1,10,539:19:41,22472
879,20,1,10,503:55:41,20997
879,814,1,10,680:03:50,28336
879,39,1,13,650:42:43,27113
879,819,1,13,586:14:53,24427
879,10,1,14,558:01:26,23251
879,808,1,14,552:44:38,23031
879,37,1,14,618:53:17,25787
879,13,1,15,542:18:14,22596
879,818,1,15,536:41:17,22362
879,5,1,15,562:17:46,23429
879,30,3,17,533:49:55,22243
879,1,2,18,518:32:38,21606
879,4,2,18,552:00:00,23000
879,155,2,18,582:05:46,24254
879,3,2,18,523:20:38,21806
879,814,2,18,512:44:10,21364
879,20,2,19,528:23:02,22016
879,17,2,19,509:34:05,21232
879,817,2,19,508:22:05,21182
879,8,2,19,545:32:38,22731
879,13,2,19,520:19:12,21680
879,10,2,19,514:36:29,21442
879,808,2,19,658:50:53,27452
879,5,2,19,918:59:02,38291
879,37,2,19,637:45:07,26573
879,818,2,20,511:14:53,21302
879,819,2,20,545:54:14,22746
879,39,2,20,641:44:10,26739
879,3,3,20,582:17:17,24262
879,807,1,23,512:19:41,21347
879,18,1,23,517:12:00,21550
879,818,3,29,623:25:26,25976
879,10,3,31,565:03:22,23544
879,5,3,37,545:18:14,22721
879,3,4,50,762:25:55,31768
879,37,3,50,609:00:00,25375
879,817,3,51,514:39:22,21444
879,39,3,51,567:00:00,23625
879,20,3,52,510:08:38,21256
879,8,3,53,775:24:58,32309
879,155,3,54,787:45:07,32823
879,30,4,54,523:50:53,21827
879,20,4,54,694:22:05,28932
879,808,3,54,544:50:53,22702
879,13,3,55,538:14:53,22427
879,17,3,55,504:08:38,21006
879,819,3,55,553:58:05,23082
879,4,3,56,524:41:17,21862
879,818,4,56,529:27:50,22061
879,37,4,55,588:14:24,24510
879,817,4,56,550:09:07,22923
879,18,2,57,514:56:38,21456
879,39,4,55,659:31:12,27480
879,807,2,57,534:00:00,22250
879,5,4,56,552:02:53,23002
879,10,4,56,595:35:02,24816
879,814,3,57,537:20:10,22389
879,807,3,58,339:04:19,14128
879,5,5,59,524:22:34,21849
879,817,5,61,527:21:07,21973
880,18,1,4,534:46:05,22282
880,17,1,5,581:45:36,24240
880,154,1,5,533:44:10,22239
880,821,1,5,535:35:02,22316
880,822,1,6,564:40:19,23528
880,820,1,6,877:32:10,36564
880,20,1,7,523:22:05,21807
880,823,1,7,578:29:46,24104
880,13,1,8,522:05:46,21754
880,814,1,8,552:14:24,23010
880,819,1,8,561:27:22,23394
880,4,1,9,523:00:29,21792
880,8,1,9,545:00:58,22709
880,818,1,9,553:46:34,23074
880,824,1,9,560:54:14,23371
880,813,1,10,554:22:34,23099
880,1,1,13,531:43:12,22155
880,3,1,14,534:34:34,22274
880,817,1,15,562:26:24,23435
880,815,1,16,568:14:53,23677
880,823,2,16,572:00:58,23834
880,17,2,18,521:12:29,21717
880,154,2,19,531:11:31,22133
880,820,2,19,740:06:43,30838
880,4,2,20,518:32:38,21606
880,18,2,20,565:42:14,23571
880,16,1,21,544:37:55,22693
880,20,2,21,544:53:46,22704
880,13,2,23,516:15:50,21511
880,815,2,23,528:05:46,22004
880,818,2,24,592:30:43,24688
880,822,2,24,557:09:36,23215
880,821,2,27,535:33:36,22315
880,824,2,27,561:17:17,23387
880,817,2,30,580:14:53,24177
880,1,2,31,528:21:36,22015
880,814,2,33,553:13:26,23051
880,8,2,34,532:20:38,22181
880,819,2,33,564:12:58,23509
880,823,3,34,574:00:29,23917
880,820,3,34,550:45:07,22948
880,13,3,36,516:12:58,21509
880,20,3,37,518:18:14,21596
880,18,3,37,516:54:43,21538
880,154,3,37,540:48:58,22534
880,17,3,38,516:21:36,21515
880,4,3,39,520:53:46,21704
880,822,3,40,577:26:24,24060
880,815,3,41,520:55:12,21705
880,1,3,42,522:40:19,21778
880,818,3,44,555:50:24,23160
880,16,2,46,545:58:34,22749
880,824,3,50,544:03:22,22669
881,20,1,5,507:14:24,21135
881,13,1,5,537:40:19,22403
881,16,1,6,907:59:31,37833
881,817,1,6,537:59:02,22416
881,8,1,6,621:43:12,25905
881,814,1,6,1049:06:43,43713
881,813,1,6,593:41:17,24737
881,823,1,6,558:02:53,23252
881,824,1,6,637:06:14,26546
881,822,1,6,599:02:24,24960
881,820,1,6,728:45:36,30365
881,17,1,7,504:14:24,21010
881,1,1,7,598:23:31,24933
881,18,1,7,538:45:07,22448
881,807,1,7,551:54:14,22996
881,815,1,7,517:59:31,21583
881,154,1,7,530:31:12,22105
881,821,1,7,585:31:41,24397
881,818,1,7,1181:11:02,49216
881,819,1,7,1066:16:19,44428
881,3,1,8,528:40:19,22028
881,813,2,13,781:27:50,32561
881,824,2,17,570:07:12,23755
881,823,2,18,544:56:38,22706
881,17,2,19,497:39:50,20736
881,817,2,19,537:18:43,22388
881,820,2,19,544:01:55,22668
881,13,2,20,519:14:24,21635
881,154,2,20,523:29:17,21812
881,819,2,20,600:21:36,25015
881,1,2,21,515:09:36,21465
881,18,2,21,504:40:19,21028
881,807,2,21,520:46:34,21699
881,8,2,21,544:14:53,22677
881,20,2,22,512:08:10,21339
881,3,2,22,505:53:46,21079
881,815,2,22,501:27:22,20894
881,821,2,22,541:48:00,22575
881,822,2,22,673:04:48,28045
881,818,2,26,519:18:43,21638
881,823,3,28,602:49:55,25118
881,824,3,29,528:24:29,22017
881,1,3,30,517:10:34,21549
881,17,3,31,501:11:31,20883
881,3,3,31,530:44:10,22114
881,20,3,32,515:34:05,21482
881,820,3,31,530:45:36,22115
881,813,3,32,544:52:19,22703
881,819,3,32,560:57:07,23373
881,13,3,33,517:27:50,21561
881,815,3,33,512:06:43,21338
881,817,3,33,528:11:31,22008
881,807,3,34,543:05:46,22629
881,8,3,34,525:40:19,21903
881,154,3,35,537:14:24,22385
881,821,3,36,537:27:22,22394
881,822,3,40,550:29:17,22937
881,1,4,41,510:30:14,21271
881,20,4,42,498:10:05,20757
881,3,4,42,508:50:53,21202
881,820,4,41,534:30:14,22271
881,17,4,43,498:24:29,20767
881,823,4,42,545:51:22,22744
881,818,3,43,520:50:53,21702
881,824,4,43,536:02:24,22335
881,807,4,44,556:45:07,23198
881,819,4,43,572:15:22,23844
881,13,4,47,503:16:48,20970
881,821,4,51,541:00:29,22542
881,815,4,54,512:47:02,21366
882,17,1,1,510:53:17,21287
882,817,1,4,598:42:14,24946
882,1,1,5,489:05:46,20379
882,3,1,5,535:10:34,22299
882,819,1,5,510:21:36,21265
882,4,1,6,473:15:22,19719
882,8,1,6,498:04:19,20753
882,824,1,6,506:19:41,21097
882,823,1,6,501:43:12,20905
882,13,1,7,498:04:19,20753
882,154,1,7,481:59:31,20083
882,813,1,7,499:03:22,20794
882,820,1,7,505:30:43,21063
882,807,1,14,548:06:43,22838
882,20,1,14,463:45:07,19323
882,814,1,14,494:21:07,20598
882,17,2,15,646:56:38,26956
882,818,1,15,503:26:53,20977
882,822,1,16,518:44:10,21614
882,824,2,16,596:00:58,24834
882,819,2,17,532:23:31,22183
882,13,2,19,480:38:53,20027
882,3,2,19,477:27:22,19894
882,3,3,20,545:26:53,22727
882,823,2,20,497:49:55,20743
882,1,2,21,494:00:58,20584
882,8,2,21,498:12:58,20759
882,820,2,21,602:11:02,25091
882,4,2,23,492:30:14,20521
882,18,1,23,477:33:07,19898
882,154,2,23,486:51:50,20286
882,817,2,23,487:16:19,20303
882,813,2,23,516:24:29,21517
882,815,1,24,479:15:22,19969
882,807,2,29,487:50:53,20327
882,20,2,31,482:00:58,20084
882,815,2,31,486:04:19,20253
882,814,2,32,487:40:48,20320
882,824,3,32,495:00:00,20625
882,819,3,33,511:03:22,21294
882,820,3,33,603:37:26,25151
882,8,3,34,491:08:10,20464
882,822,2,34,533:12:29,22217
882,807,3,36,478:58:05,19957
882,13,3,36,466:46:34,19449
882,1,3,37,470:24:00,19600
882,154,3,37,482:36:58,20109
882,818,2,37,485:38:24,20235
882,823,3,37,505:36:29,21067
882,817,3,38,488:41:17,20362
882,813,3,39,503:34:05,20982
882,4,3,41,504:17:17,21012
882,818,3,43,497:11:02,20716
882,18,2,49,476:41:17,19862
882,20,3,51,484:35:02,20191
882,822,3,51,515:45:36,21490
882,814,3,53,475:56:38,19831
883,821,1,1,674:26:53,28102
883,16,1,1,635:52:48,26495
883,823,1,2,680:15:22,28344
883,818,1,2,995:38:24,41485
883,4,1,7,553:19:12,23055
883,17,1,8,523:09:07,21798
883,154,1,8,590:31:12,24605
883,4,2,8,514:27:50,21436
883,3,1,9,533:41:17,22237
883,18,1,9,554:13:55,23093
883,817,1,9,540:41:46,22529
883,824,1,9,583:48:00,24325
883,20,1,10,519:50:24,21660
883,13,1,10,519:57:36,21665
883,815,1,10,515:18:14,21471
883,1,1,10,529:43:41,22072
883,813,1,10,556:09:07,23173
883,820,1,10,545:52:48,22745
883,819,1,11,549:53:17,22912
883,807,1,12,519:44:38,21656
883,822,1,13,545:29:46,22729
883,814,1,14,528:12:58,22009
883,823,2,14,550:48:00,22950
883,8,1,16,545:09:36,22715
883,821,2,16,527:55:41,21997
883,13,2,17,521:19:41,21722
883,16,2,18,532:46:34,22199
883,3,2,20,511:56:38,21331
883,815,2,20,507:51:50,21161
883,17,2,21,509:18:14,21221
883,18,2,21,525:27:22,21894
883,1,2,22,514:39:22,21444
883,824,2,22,562:55:12,23455
883,813,2,23,533:16:48,22220
883,819,2,23,541:49:26,22576
883,820,2,23,579:23:02,24141
883,4,3,24,506:57:07,21123
883,20,2,25,510:57:36,21290
883,823,3,24,534:02:53,22252
883,817,2,25,528:40:19,22028
883,807,2,26,537:36:00,22400
883,154,2,27,518:35:31,21608
883,13,3,28,517:39:22,21569
883,822,2,29,681:47:31,28408
883,3,3,33,508:23:31,21183
883,821,3,33,538:30:43,22438
883,8,2,34,521:21:07,21723
883,18,3,34,520:42:14,21696
883,819,3,35,558:18:43,23263
883,814,2,36,539:24:00,22475
883,13,4,36,666:10:05,27757
883,824,3,36,547:36:29,22817
883,17,3,37,504:44:38,21031
883,820,3,37,624:05:46,26004
883,1,3,38,518:24:00,21600
883,815,3,39,511:39:22,21319
883,4,4,39,508:32:10,21189
883,813,3,39,529:35:02,22066
883,823,4,39,537:07:12,22380
883,807,3,41,547:32:10,22814
883,817,3,41,542:57:07,22623
883,20,3,42,525:44:38,21906
883,154,3,42,517:20:38,21556
883,16,3,42,536:18:14,22346
883,821,4,43,533:54:14,22246
883,3,4,44,510:24:29,21267
883,18,4,46,509:31:12,21230
883,820,4,46,541:14:53,22552
883,822,3,47,572:05:17,23837
883,823,5,47,561:00:00,23375
883,824,4,48,571:16:19,23803
884,824,1,2,719:51:22,29994
884,17,1,7,472:01:55,19668
884,13,1,8,467:45:36,19490
884,807,1,8,479:49:55,19993
884,813,1,8,484:55:12,20205
884,819,1,8,497:36:58,20734
884,4,1,9,453:48:58,18909
884,1,1,9,528:25:55,22018
884,814,1,9,494:45:36,20615
884,818,1,9,474:31:41,19772
884,823,1,9,520:27:50,21686
884,822,1,9,508:06:14,21171
884,3,1,10,465:56:10,19414
884,20,1,10,446:32:38,18606
884,8,1,10,479:28:19,19978
884,815,1,10,462:00:00,19250
884,817,1,10,475:04:48,19795
884,18,1,11,451:26:24,18810
884,821,1,13,531:27:22,22144
884,813,2,13,318:23:02,13266
884,820,1,15,607:03:22,25294
884,824,2,16,495:44:38,20656
884,814,2,19,475:00:29,19792
884,13,2,20,464:57:07,19373
884,17,2,20,459:37:26,19151
884,818,2,20,496:06:14,20671
884,813,3,20,555:20:10,23139
884,823,2,20,528:41:46,22029
884,4,2,21,478:50:53,19952
884,807,2,21,465:38:53,19402
884,16,2,22,487:20:38,20306
884,815,2,23,493:52:19,20578
884,819,2,23,500:52:48,20870
884,20,2,24,448:59:31,18708
884,817,2,24,482:24:00,20100
884,1,2,25,483:10:05,20132
884,822,2,25,492:47:31,20533
884,8,2,26,473:49:55,19743
884,3,2,27,480:46:05,20032
884,821,2,28,479:42:43,19988
884,18,2,28,460:42:14,19196
884,824,3,29,477:41:46,19904
884,820,2,30,517:58:05,21582
884,807,3,34,535:46:34,22324
884,818,3,34,608:41:17,25362
884,807,4,35,576:01:26,24001
884,813,4,35,499:12:00,20800
884,4,3,36,468:27:22,19519
884,13,3,36,463:49:26,19326
884,17,3,36,460:04:48,19170
884,1,3,36,472:48:00,19700
884,16,3,36,470:11:02,19591
884,818,4,37,713:45:36,29740
884,814,3,38,475:43:41,19822
884,815,3,38,476:47:02,19866
884,807,5,38,695:18:14,28971
884,20,3,39,469:13:26,19551
884,817,3,39,467:57:07,19498
884,819,3,41,508:50:53,21202
884,821,3,42,481:58:05,20082
884,822,3,43,477:47:31,19908
884,8,3,45,484:24:58,20184
884,18,3,46,462:57:36,19290
884,824,4,46,475:55:12,19830
884,3,3,47,464:26:53,19352
884,820,3,47,512:09:36,21340
884,4,4,49,443:18:14,18471
884,16,4,49,550:20:38,22931
884,17,4,50,454:20:38,18931
884,815,4,50,479:49:55,19993
884,1,4,50,466:58:05,19457
884,13,4,51,456:01:26,19001
884,20,4,51,448:39:22,18694
884,817,4,51,476:34:05,19857
884,814,4,53,467:32:38,19481
884,813,5,53,473:21:07,19723
884,807,6,53,487:32:10,20314
884,821,4,54,463:46:34,19324
885,813,1,1,972:10:05,40507
885,823,1,1,842:24:00,35100
885,814,1,9,615:25:55,25643
885,817,1,22,605:24:00,25225
885,824,1,22,602:21:07,25098
885,820,1,23,608:05:17,25337
885,823,2,24,616:13:26,25676
885,17,1,25,583:35:02,24316
885,8,1,26,586:04:48,24420
885,18,1,26,590:02:24,24585
885,13,1,26,607:56:38,25331
885,807,1,27,599:22:34,24974
885,4,1,28,587:44:10,24489
885,821,1,28,608:44:10,25364
885,815,1,29,592:07:41,24672
885,818,1,29,595:50:53,24827
885,20,1,30,585:00:00,24375
885,16,1,30,606:34:34,25274
885,822,1,30,697:30:43,29063
885,154,1,30,589:33:36,24565
885,813,2,30,627:30:14,26146
885,3,1,31,604:48:00,25200
885,1,1,31,595:13:26,24801
885,824,2,35,605:09:36,25215
885,823,3,35,620:41:17,25862
885,820,2,48,469:16:19,19553
885,154,2,62,959:31:12,39980
885,821,2,63,622:13:26,25926
885,820,3,63,628:45:07,26198
885,8,2,70,603:00:00,25125
881,814,2,20,2:03.124,123124
881,16,2,22,1:29.401,89401
881,18,3,35,1:44.833,104833
884,16,1,8,1:14.026,74026
886,823,1,8,535:45:07,22323
886,16,1,9,546:56:10,22789
886,819,1,11,532:24:58,22184
886,817,1,12,509:21:07,21223
886,807,1,12,518:57:07,21623
886,813,1,12,589:22:05,24557
886,17,1,13,497:11:02,20716
886,818,1,13,525:36:00,21900
886,815,1,13,490:14:53,20427
886,3,1,14,507:00:00,21125
886,822,1,14,533:48:29,22242
886,20,1,16,500:02:24,20835
886,4,1,16,492:17:17,20512
886,13,1,17,491:21:07,20473
886,813,2,17,346:42:14,14446
886,1,1,19,501:05:46,20879
886,821,1,21,528:24:29,22017
886,8,1,22,604:22:05,25182
886,18,1,27,485:05:17,20212
886,3,2,31,499:58:05,20832
886,823,2,32,528:56:10,22039
886,819,2,36,528:47:31,22033
886,16,2,37,504:00:00,21000
886,807,2,38,504:20:10,21014
886,820,1,38,512:58:34,21374
886,817,2,39,511:33:36,21315
886,823,3,38,697:20:38,29056
886,822,2,40,586:01:55,24418
886,13,2,41,488:55:41,20372
886,824,1,41,513:04:19,21378
886,823,4,40,588:14:24,24510
886,154,1,42,500:36:58,20859
886,815,2,43,499:19:12,20805
886,17,2,46,545:00:58,22709
886,4,2,47,495:15:50,20636
886,1,2,48,495:44:38,20656
886,20,2,49,501:33:07,20898
886,813,3,49,519:17:17,21637
886,154,2,53,517:46:34,21574
886,814,1,56,505:35:02,21066
886,3,3,57,515:00:58,21459
886,818,2,57,497:44:10,20739
886,16,3,61,347:44:10,14489
886,821,2,63,516:34:34,21524
887,1,1,8,696:37:26,29026
887,154,1,9,593:24:00,24725
887,814,1,9,600:05:46,25004
887,4,1,10,589:43:41,24572
887,17,1,10,754:45:07,31448
887,821,1,10,607:55:12,25330
887,823,1,10,636:21:36,26515
887,13,1,10,845:02:24,35210
887,8,1,11,599:48:29,24992
887,817,1,11,706:42:14,29446
887,18,1,11,593:52:48,24745
887,824,1,11,617:29:46,25729
887,3,1,12,599:45:36,24990
887,16,1,12,595:22:05,24807
887,807,1,12,712:24:58,29684
887,820,1,12,624:44:38,26031
887,20,1,13,579:48:58,24159
887,815,1,13,590:18:14,24596
887,818,1,14,706:01:55,29418
887,813,1,15,605:51:22,25244
887,822,1,15,725:32:38,30231
887,819,1,15,628:35:02,26191
887,13,2,16,592:19:12,24680
887,807,2,25,630:08:38,26256
887,818,2,25,631:36:29,26317
887,821,2,27,624:57:36,26040
887,823,2,28,619:32:10,25814
887,8,2,29,586:16:19,24428
887,821,3,29,766:29:17,31937
887,4,2,30,594:56:10,24789
887,154,2,30,594:01:26,24751
887,17,2,31,594:44:38,24781
887,817,2,32,629:29:46,26229
887,18,2,32,584:34:05,24357
887,820,2,32,616:49:26,25701
887,16,2,33,603:47:31,25158
887,815,2,33,600:40:19,25028
887,814,2,33,602:22:34,25099
887,824,2,33,622:14:53,25927
887,3,2,34,597:25:55,24893
887,819,2,34,632:54:14,26371
887,20,2,35,578:12:29,24092
887,1,2,36,591:14:24,24635
887,13,3,36,585:36:00,24400
887,813,2,37,606:36:00,25275
887,807,3,37,596:42:43,24863
887,822,2,38,764:25:26,31851
887,821,4,40,602:05:17,25087
887,823,3,40,633:23:02,26391
887,4,3,41,600:25:55,25018
887,3,3,42,610:27:50,25436
887,17,3,42,587:21:07,24473
887,154,3,42,621:51:50,25911
887,814,3,42,801:37:26,33401
887,13,4,42,596:55:41,24872
888,814,1,4,493:07:41,20547
888,818,1,4,555:31:41,23147
888,819,1,4,544:46:34,22699
888,817,1,5,476:18:14,19846
888,16,1,5,477:50:24,19910
888,823,1,5,525:36:00,21900
888,824,1,5,500:09:36,20840
888,1,1,6,467:41:17,19487
888,821,1,6,475:35:02,19816
888,20,1,7,455:29:46,18979
888,815,1,7,490:22:05,20432
888,17,1,8,2:42.042,162042
888,8,1,8,465:04:19,19378
888,820,1,8,504:30:14,21021
888,4,1,12,484:46:34,20199
888,154,1,13,486:33:07,20273
888,3,1,16,472:33:36,19690
888,807,1,17,509:25:26,21226
888,817,2,18,478:50:53,19952
888,824,2,18,488:54:14,20371
888,823,2,19,503:22:34,20974
888,820,2,20,478:52:19,19953
888,18,1,21,499:29:17,20812
888,813,1,21,487:56:38,20331
888,1,2,22,463:42:14,19321
888,822,1,22,811:06:14,33796
888,821,2,22,476:51:22,19869
888,20,2,24,480:56:10,20039
888,154,2,24,480:10:05,20007
888,8,2,24,492:40:19,20528
888,4,2,24,468:56:10,19539
888,815,2,24,490:23:31,20433
888,16,2,24,484:53:46,20204
888,814,2,24,515:35:31,21483
888,3,2,24,532:58:05,22207
888,17,2,23,479:47:02,19991
888,819,2,24,513:18:43,21388
888,820,3,26,486:31:41,20272
888,819,3,34,551:39:50,22986
888,807,2,37,488:44:10,20364
888,820,4,37,514:23:31,21433
888,17,3,38,478:06:14,19921
888,823,3,38,493:04:48,20545
888,154,3,40,470:11:02,19591
888,817,3,40,484:42:14,20196
888,20,3,41,458:49:55,19118
888,821,3,41,507:50:24,21160
888,16,3,43,523:10:34,21799
888,1,3,45,463:35:02,19316
888,18,2,47,472:36:29,19692
888,3,3,48,472:24:58,19684
888,8,3,49,465:21:36,19390
888,4,3,49,467:25:26,19476
888,807,3,49,493:22:05,20557
888,813,2,50,868:42:14,36196
888,822,2,54,1096:40:48,45695
890,818,1,8,545:52:48,22745
890,823,1,8,556:48:00,23200
890,1,1,9,524:09:36,21840
890,813,1,9,530:28:19,22103
890,814,1,9,546:05:46,22754
890,817,1,10,576:47:31,24033
890,3,1,10,528:21:36,22015
890,822,1,10,528:33:07,22023
890,20,1,11,512:13:55,21343
890,13,1,11,552:17:17,23012
890,807,1,11,535:16:19,22303
890,4,1,12,518:22:34,21599
890,154,1,13,529:17:46,22054
890,8,1,13,531:51:50,22161
890,819,1,13,539:09:36,22465
890,824,1,20,531:48:58,22159
890,820,1,21,535:45:07,22323
890,17,1,23,522:17:17,21762
890,815,1,23,535:45:07,22323
890,821,1,23,538:12:00,22425
890,18,1,24,530:34:05,22107
890,154,2,25,534:24:29,22267
890,814,2,26,545:21:07,22723
890,823,2,27,547:56:38,22831
890,813,2,28,525:07:12,21880
890,3,2,29,543:04:19,22628
890,818,2,30,534:46:05,22282
890,1,2,31,514:53:46,21454
890,13,2,31,522:04:19,21753
890,822,2,33,542:41:17,22612
890,20,2,34,524:42:43,21863
890,4,2,34,533:58:34,22249
890,824,2,33,533:18:14,22221
890,807,2,35,542:32:38,22606
890,820,2,34,535:13:26,22301
890,154,3,37,394:52:19,16453
890,18,2,37,539:54:14,22496
890,815,2,38,545:19:41,22722
890,817,2,38,527:54:14,21996
890,819,2,38,538:48:00,22450
890,807,3,40,396:17:17,16512
890,8,2,42,519:25:55,21643
890,17,2,43,536:22:34,22349
890,823,3,44,537:12:58,22384
890,154,4,47,538:49:26,22451
890,824,3,46,552:43:12,23030
890,4,3,48,522:04:19,21753
890,13,3,48,518:41:17,21612
890,3,3,48,524:29:46,21854
890,814,3,48,552:38:53,23027
890,1,3,50,531:15:50,22136
890,818,3,50,570:08:38,23756
890,813,3,51,595:06:14,24796
890,820,3,50,558:10:05,23257
890,20,3,55,519:59:02,21666
890,17,3,59,528:31:41,22022
891,807,1,9,581:15:22,24219
891,13,1,9,548:55:41,22872
891,814,1,10,563:24:00,23475
891,818,1,10,577:40:48,24070
891,1,1,11,561:31:41,23397
891,16,1,11,559:50:53,23327
891,813,1,11,649:24:58,27059
891,3,1,12,549:25:55,22893
891,4,1,13,543:08:38,22631
891,17,1,13,552:05:46,23004
891,815,1,13,417:04:19,17378
891,20,1,14,544:26:24,22685
